idno	author-name	translation	num-authors	author-gender	author-nationality	author-birth-death	book-title	publ-first	publ-edition	publ-ref	publ-decade	publisher	series	collection	subgenre	type	ISBN	translator(s)	title-original	publ-original	references	text-length	language	size	timeSlot	reprintCount	UB_new
ThomasL_Crimes	Thomas, Louis C.	no	1	M			Crimes avec préméditation		1993		1990s	Le Masque		Romans d'aventures	policier	populaire	2-70-24-2380-9					57229	fra	medium	T0	unspecified	
Thomson_Peche	Thomson, June	yes	1	F			Péché mortel		1984		1980s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1541-5	Watkins, France-Marie				45600	fra	short	T0	unspecified	
Thomson_Sous	Thomson, June	yes	1	F			Sous les ponts de Wynford		1987		1980s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1782-5					48960	fra	short	T0	unspecified	
Verteuil_Machination	Verteuil, Philippe	no	1	M	FRA		Machination au troisième degré		1981		1980s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1263-7					37161	fra	short	T0	unspecified	
Wallace_Quatre	Wallace, Edgar	yes	1	M			Les quatre justiciers		1993		1990s	Le Masque		Romans d'aventures	policier	populaire	2-7024-2398-1					41994	fra	short	T0	unspecified	
Waugh_Cherchez	Waugh, Hillary	yes	1	F			Cherchez l'homme		1986		1980s	Le Masque		Romans d'aventures	policier	populaire	2-7024-1675-6					55626	fra	medium	T0	unspecified	
Webb_Merci	Webb, Anthony	yes	1	M	GBR		Merci, Monsieur Pendlebury		1951		1950s	Le Masque		Romans d'aventures	policier	populaire						63543	fra	medium	T0	unspecified	
Webb_Pendlebury	Webb, Anthony	yes	1	M	GBR		Mr. Pendlebury marque un but		1953		1950s	Le Masque		Romans d'aventures	policier	populaire						53247	fra	medium	T0	unspecified	
Zufferey_Etoile	Zufferey, Daniel	no	1	M	CHE		L'étoile d'or		1998		1990s	Le Masque		Romans d'aventures	policier	populaire	2-7024-2855-X					127020	fra	long	T0	unspecified	
Vindry_Cinquieme	Vindry, Noël 	no	10	M	FRA		La cinquième cartouche 		1955		1950s	Librairie des Champs-Élysées		Le Masque	policier	populaire							fra		T0	unspecified	
Vindry_Mort	Vindry, Noël 	no	10	M	FRA		Un mort abusif 		1953		1950s	Librairie des Champs-Élysées		Le Masque	policier	populaire							fra		T0	unspecified	
Vindry_Vendredi	Vindry, Noël 	no	10	M	FRA		Vendredi soir		1954		1950s	Librairie des Champs-Élysées		Le Masque	policier	populaire							fra		T0	unspecified	
Alexandre_Roland_Londres	Schidlof, Paul / Berger, Roland	no	2	M	SUI		Voir Londres et mourir	1956	1956	1956	1950s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Anton_Mort	Anton, Emil (Fage, Jeanne / Debard, Charles)	no	2	mixed	FRA		Le Mort qui rit	1952	1952	1952	1950s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Arbellot_chevaliers_difficulte	Arbellot, Simon	no	1	M	FRA		Les Chevaliers de la licorne en difficulté	1966	1966	1966	1960s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Arbellot_chevalliers	Arbellot, Simon	no	1	M	FRA		  Les Chevaliers de la licorne	1959	1959	1959	1950s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Arbellot_maison	Arbellot, Simon	no	1	M	FRA		La Maison des dunes	1963	1963	1963	1960s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Bagby_mort	Bagby, George / Stone, Hampton	yes	2	M	USA		  La mort ne paie pas	1951	1955	1951	1950s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Barnard_famille	Barnard, Robert	yes	1	M	GBR		  Ah ! Quelle famille	1981	1983	1981	1980s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Bavasco_rose	 René-Bazin, Louis	no	1	M	FRA		Rosé de Provence	1966	1966	1966	1960s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Bazal_panique	Balzagette, Jean	no	1	M	FRA		Panique en Camargue	1966	1966	1966	1960s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Bellairs_auberge	Blundell, Harold	yes	1	M	GBR		L'Auberge de l'homme malade	1953	1956	1953	1950s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Bellairs_croquer	Blundell, Harold	yes	1	M	GBR		Pour mieux vous croquer	1971	1972	1971	1970s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Belot_assassin	Belot, Paul	no	1	U			L'assassin n'est pas au collège	1957	1957	1957	1950s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Bernanose_porte	Bernanose, Georges-Marie	no	1	M	FRA		La Porte interdite	1956	1956	1956	1950s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Bernanose_Sturmfelz	Bernanose, Georges-Marie	no	1	M	FRA		Le Juge Sturmfelz	1960	1960	1960	1960s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Bernanose_torches	Bernanose, Georges-Marie	no	1	M	FRA		Des torches dans les ruines	1957	1957	1957	1950s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Bizot_Trouble-fete	Bizot, Georges	no	1	U			  Le Trouble-fête	1957	1957	1957	1950s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Blanc_type	Blanc, Raymond	no	1	M	FRA		Un pauvre type	1968	1968	1968	1960s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Boileau_Rendez-vous	Boileau, Pierre (Boileau, Pierre Louis / Ayraud, Pierre)	no	2	M	FRA		Les Rendez-vous de Passy	1951	1993	1951	1950s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Boland_fatale	Boland, John	yes	1	M	GBR		Fatale Erreur	1962	1964	1962	1960s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Bommart_general	Bommart, Jean	no	1	M	FRA		Le général n'a pas crié	1951	1951	1951	1950s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Bommart_millions	Bommart, Jean	no	1	M	FRA		Le gosse qui valait cent millions	1952	1952	1952	1950s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Bommart_notaire	Bommart, Jean	no	1	M	FRA		  Pendez le notaire!	1956	1956	1956	1950s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Bommart_poisson	Bommart, Jean	no	1	M	FRA		Le Poisson chinois à Cuba	1973	1973	1973	1970s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Bonnefond_marchand	Bonnefond, Jean	no	1	M	FRA		Marchand de fumée	1972	1972	1972	1970s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Bromley_rivalites	Bromley, Gordon	yes	1	M	GBR		Rivalités	1973	1980	1973	1970s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Brunoy_colonel	Brunoy, Jean	no	1	M			Le colonel a besoin de repos	1958	1958	1958	1950s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Bruyez_Sandy	Bruyez, Aimé Robert	no	1	M	FRA		Bonne pêche, monsieur Sandy	1955	1955	1955	1950s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Burnett_chatte	Burnett, George	yes	1	M	GBR		Une chatte en colère	1966	1968	1966	1960s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Caillet_jugez	Caillet, Pierre	no	1	M	FRA		Jugez cet homme	1963	1963	1963	1960s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Carmichael_Johnson	 Ognall, Leopold	yes	1	M	CAN		Qui était donc Mr Johnson ?	1976	1978	1976	1970s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Certigny_deWargny_Aumone	Dubois, Henry	no	1	M	BEL		La Grande Aumône	1965	1965	1965	1960s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Chabannes_Boulevard	Chabannes, Jaques	no	1	M	FRA		Boulevard du crime	1956	1956	1956	1950s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Cheron_mort	Chéron, Bertrand	no	1	M	FRA		Le mort provoque l'enquête	1975	1975	1975	1970s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Cleary_tornade	Cleary, John Stephen	yes	1	M	AUS		Tornade sur la ville	1978	1981	1978	1970s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Coatmeur_chaintage	 Coatmeur, Jean-François	no	1	M	FRA		Chantage sur une ombre	1963	1963	1963	1960s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Cobb_malheurs	Cobb, Geofrey Belton	yes	1	M	GBR		Les Malheurs de Paméla	1967	1969	1967	1960s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Darcis_estompe	Ponsart, Pierre	no	1	M	FRA		L'Estompe	1965	1965	1965	1960s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
David_tapioca	David, Henri	no	1	M	FRA		  Avec du tapioca…	1954	1954	1954	1950s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Demwell_meutre	Demeulenaere, Marc	no	1	M	FRA		Meurtre au collier	1980	1980	1980	1980s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Demwell_tresor	Demeulenaere, Marc	no	1	M	FRA		Le Trésor d'Irbla	1980	1980	1980	1980s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
deRichter_ami	Richter, Charles de	no	1	M	FRA		  Mon ami Lobster	1953	1953	1953	1950s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
deRichter_crime	de Richter, Charles	no	1	M	FRA		  Le crime était signé	1958	1978	1958	1950s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Descombes_morts	Descombes, Fernand	no	1	U			Morts croisés	1978	1978	1978	1970s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Didelot_allez	Didelot, Francis	no	1	M	FRA		Allez savoir…	1982	1982	1982	1980s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Douglas_plomb	Fisher, George Douglas	yes	1	M	GBR		Volée de plomb	1971	1972	1971	1970s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Duke_tocard	Duke, Francis	yes	1	U			Le tocard doit gagner	1975	1975	1975	1970s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Dupin_yeux	Dupin, Gaston	no	1	U			Deux yeux bleus sur l'inspecteur	1956	1956	1956	1950s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Durbbridge_portrait	Durbbridge, Francis	yes	1	M	GBR		  Le Portrait d'Alison	1962	1963	1962	1960s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Exbrayat_chewing-gum	Exbrayat, Charles	no	1	M	FRA		Ne vous fâchez pas, Imogène !	1959	1959	1959	1950s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Exbrayat_Imogene	Exbrayat, Charles	no	1	M	FRA		Chewing-gum et Spaghetti	1959	1959	1959	1950s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Exbrayat_Paco	Exbrayat, Charles	no	1	M	FRA		  Vous souvenez-vous de Paco ?	1958	1958	1958	1950s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Exbrayat_Santa_Cruz	Exbrayat, Charles	no	1	M	FRA		La Nuit de Santa Cruz	1957	1957	1957	1950s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Fair_Colt	Gardner, Erle Stanley	yes	1	M	USA		Un colt dans le corsage	1956	1992	1956	1950s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Foley_Maris	Denniston, Elinore	yes	1	F	USA		Les Trois Maris	1965	1967	1965	1960s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Franklin_corde	Usher, Frank Hugh	yes	1	M	GBR		La Corde pour un imbécile	1952	1956	1952	1950s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Franklin_Miranda	Usher, Frank Hugh	yes	1	M	GBR		Pour les beaux yeux de Miranda	1960	1962	1960	1960s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Franklin_mort	Usher, Frank Hughes	yes	1	M	GBR		On ne joue pas avec la mort	1953	1954	1953	1950s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Gerrard_masque	Sabran, Jean	no	1	M	USA		Le Masque de verre	1965	1990	1965	1960s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Goodchild_beau	Goodchild, George	yes	1	M	GBR		Trop beau pour être vrai	1962	1964	1962	1960s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Gordon_FBI_weird_cumberland_mixup	Les Gordon (Gordon, Gordon / Nixon, Mildred)	yes	2	mixed	USA		Le F.B.I. enquête	1950	1952	1950	1950s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Guibert_collection	Guibert, Michel	no	1	M	FRA		La Collection Terralotti	1978	1978	1978	1970s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Hallahan_attrapez	Hallahan, William Henry	yes	1	M	USA		Attrapez-moi !	1977	1981	1977	1970s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Halliday_chambre	Creasey, John	yes	1	M	GBR		  Chambre 799	1957	1961	1957	1950s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Hill_melodie	Hill,  Reginald Charles	yes	1	M	GBR		La Mélodie du malheur	1999	2002	1999	1990s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Jobson_creux	Strathem, William	no	1	M	GBR		Au creux de la vague	1970	1971	1970	1970s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Jordens_apprenti	Jordens, France	no	1	F			L'Apprenti détective	1961	1961	1961	1960s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Kassak_enterre	Humblot, Pierre	no	1	M	FRA		On n'enterre pas le dimanche	1958	1988	1988	1980s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Kaye_mort	Kaye, Mary	yes	1	F	GBR		La mort plane	1956	1958	1956	1950s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
King_Burton	King, Frank	yes	1	M	GBR		  Allô ! docteur Burton ?	1954	1955	1954	1950s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Kinnet_mourir	Maury, Paul	no	1	M	BEL		Mourir pour Gravelines	1981	1981	1981	1980s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Lasuye_ascenseur	Lasuye, Raymond	no	1	M	FRA		L'ascenseur s'arrête au troisième	1967	1967	1967	1960s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Lasuye_dollars	Lasuye, Raymond	no	1	M	FRA		Les dollars coûtent cher	1956	1956	1956	1950s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Lasuye_fenetre	Lasuye, Raymond	no	1	M	FRA		Maintenant fermez la fenêtre !	1954	1954	1954	1950s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Lasuye_pretez	Lasuye, Raymond	no	1	M	FRA		  Ne prêtez jamais	1959	1959	1959	1950s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
LeFauconnier_faculte	Prêcheur, Janine	no	1	F	FRA		Faculté de meurtres	1988	1988	1988	1980s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Lemaire_Beaute	Lemaire, René	no		U			  La Beauté des échelles	1959	1959	1959	1950s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Lovesey_flic	Lovesey, Peter	yes	1	M	GBR		Un flic en voie de disparition	1991	1993	1991	1990s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Mackenzie_assassin	MacKenzie, Andrew	yes	1	M	NZL		Je suis peut-être un assassin	1951	1960	1951	1950s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
MacKenzie_OEil	MacKenzie, Andrew	yes	1	M	NZL		Œil pour œil, dent pour dent	1955	1956	1955	1950s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Montigny_meurtres	Labrunie ,Serge	no	1	M 	FRA		Meurtres pour dames	1978	1978	1978	1970s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Munslow_joker	Munslow, Bruce	yes	1	M	GBR		Le joker prend la reine	1965	1969	1965	1960s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Murray_douane	Murray, Maxwell	yes	1	M	AUS		Pas de douane pour une morte	1950	1959	1950	1950s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Natsuki_Hara-Kiri	Natsuki, Shizuko	yes	1	F	JAP		Hara-kiri, mon amour	1983	1991	1983	1980s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Nord_Policier	Nord, Pierre	no	1	M	FRA		Qui est le policier ?	1953	1953	1953	1950s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Orval_Caid	Farragut, Gaston	no	1	M	FRA		Le Grand Caïd	1958	1958	1958	1950s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Orval_panique	Farragut, Gaston	no	1	M	FRA		  Panique au cirque	1957	1957	1957	1950s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Ouvard_assassin	Guichardan, Roger	no	1	M	FRA		L'assassin est dans le couvent	1959	1959	1959	1950s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Patterson_commandement	Patterson, Henry	yes	1	M	GBR		Le Onzième Commandement	1965	1967	1965	1960s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Perry_brouillard	Perry, Ritchie	yes	1	M	GBR		Le brouillard se dissipe	1973	1975	1973	1970s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Picard_justice	Picard, Gilbert	no	1	M	FRA		La Justice des loups	1981	1981	1981	1980s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Radford_sang	Radford, Edwin	yes	1	M	GBR		Du sang pour un rubis	1970	1971	1970	1970s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Ransome_piste	Davis, Frederick C.	yes	1	M	USA		La Mauvaise Piste	1956	1957	1957	1950s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Rey_Yorkshire	Rey, Jean-André 	no	1	M	FRA		Tempête sur le Yorkshire	1964	1964	1964	1960s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Robert_invites	Robert, Jacques	no	1	M	FRA		Les Invités	1982	1982	1982	1980s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Robertson_trou	Robertson, Colin	yes	1	M	GBR		  Par le trou de la serrure	1951	1957	1951	1950s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Roucayrol_aveux	Randa, Peter	no	1	M	BEL		  Étranges Aveux	1957	1957	1957	1950s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Saint-Briac_secrets	Fargues, André	no	1	M	FRA		Secrets de famille	1971	1971	1971	1970s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Salva_dames	Salva, Pierre	no	1	M	FRA		Les vieilles dames vont en enfer	1981	1981	1981	1980s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Simons_fiscales	Punnet, Margaret / Punnett, Ivor Macaula	yes	2	mixed	GBR		Fraudes fiscales	1967	1968	1967	1960s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Smith_diable	Smith, Derek Howe	yes	1	M	GBR		  Appelez le diable	1953	1956	1953	1950s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Soulas_mort	Soulas, Antoinette	no	1	F	FRA		Mort d'une ombre	1958	1958	1958	1950s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Steeman_crimes	Steeman, S. A.	no	1	M	BEL		Crimes à vendre	1951	1981	1951	1950s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Steeman_personne	Steeman, S. A.	no	1	M	BEL		Que personne ne sorte	1956	1988	1956	1950s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Terrel_rendez-vous	Lecaye, Alexis	no	1	M	FRA		Rendez-vous sur ma tombe	1984	1984	1984	1980s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Underwood_comptable	Evelyn, John Michael	yes	1	M	GBR		Le comptable encaisse mal	1962	1970	1962	1960s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Underwood_tueur	Evelyn, John Michael	yes	1	M	GBR		Qui a payé le tueur ?	1978	1980	1978	1970s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Vellerut_chien	Sabatier, Robert	no	1	M	FRA		  Pourquoi tuer un chien ?	1956	1956	1956	1950s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Vellerut_portrait	Sabatier, Robert	no	1	M	FRA		Le Portrait dans la vitrine	1956	1959	1956	1950s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Vellerut_zigzag	Sabatier, Robert	no	1	M	FRA		Piste en zigzag	1966	1966	1966	1960s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Vinson_mariee	Vinson, Jaques-Paul	no	1	U			La mariée léguait des clous	1956	1956	1956	1950s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Watson_bain	Watson, Colin	yes	1	M	GBR		  Dans le bain jusqu'au cou	1962	1975	1962	1960s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Watson_coeur	Watson, Colin	yes	1	M	GBR		Cœur solitaire	1967	1973	1967	1960s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
Ziwes_Certon_poignards	  Ziwès, Armand /Certonciny, Frédéric	no	2	M	FRA		Trois poignards	1958	1958	1958	1950s	Librairie des Champs-Élysées		Le Masque	policier	populaire											yes
